Country Name,Country Code,Series Name,Series Code,1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023],2024 [YR2024]
Tajikistan,TJK,GDP per capita (current US$),NY.GDP.PCAP.CD,457.767825924805,337.833145514813,287.620123754917,261.271254544865,207.034457343036,172.035088688368,150.088550171239,213.749145581577,175.023764735625,136.925716400723,168.676285365186,186.951638285222,233.58124845289,305.745158587502,333.927150941684,401.018403316427,516.997210618914,703.327375898643,664.795655734657,737.338883219356,833.601978202852,952.452819695469,1028.19704279396,1081.54402932039,956.916310930656,788.710481734485,829.45714764957,834.288404578801,871.022372934846,834.311715460625,896.748053372182,1052.17949484894,1178.47990060249,1341.20229027672
Tajikistan,TJK,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,2416.74694594762,1721.38203935758,1453.73414941001,1148.38303208101,1005.61413217031,836.429096851095,854.823520854135,904.966780638461,946.825049327464,1036.12988868059,1138.74372892552,1256.95258174881,1395.64684232567,1550.072020439,1672.73374996313,1810.29125697328,1966.22189890915,2120.01845704928,2171.36091638488,2291.07823631732,2455.97278263399,2679.0692960897,2918.56048007357,3151.72452793203,2975.47097476092,2913.85679547445,3017.00314887354,3069.10385079592,3459.97365083434,3653.95976759112,3985.91247611219,4514.17512398164,4963.58295264504,5405.98011619139
Tajikistan,TJK,Gini index,SI.POV.GINI,..,..,..,..,..,..,..,..,29.5,..,..,..,32.7,33.6,..,..,32.2,..,30.8,..,..,..,..,..,34,..,..,..,..,..,..,..,..,..
Turkmenistan,TKM,GDP (current US$),NY.GDP.MKTP.CD,3208098919.0146,3200539816.0601,3179225948.58114,2561118608.35516,2482228439.71407,2378759975.44506,2450350625.10407,2605689134.49042,2450564100.18292,2904663310.9825,3534772732.39746,4462029108.72349,5977440582.80171,6838351088.46688,8103901996.37024,10276674364.8961,12664165103.1895,19271523178.8079,20214385964.9123,22583157894.7368,29233333333.3333,35164210526.3158,39197543859.6491,43524210526.3158,35799714285.7143,36169428571.4286,37926285714.2857,40765428571.4286,45232857142.8571,45818000000,50007428571.4286,58972000000,60628857142.8571,64239891739.3311
Turkmenistan,TKM,GDP per capita (current US$),NY.GDP.PCAP.CD,831.99873207474,811.354156451902,788.418914207107,622.13478015809,592.247247321132,557.894220051334,565.022638048501,590.791293266381,545.519003106054,633.835487638011,756.034976276398,935.540801478466,1228.94870289404,1379.23009682692,1604.01618452312,1996.59310717308,2414.96071986964,3605.50395120549,3707.97850699617,4058.53937000739,5143.61929334647,6053.8748468749,6599.64529055481,7164.14536184006,5759.497903834,5686.98040962764,5828.4816623489,6125.05169712085,6648.0348960628,6592.60146027748,7051.20211079213,8156.35211950774,8232.65225980002,8571.60702949432
Turkmenistan,TKM,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,5117.42736907035,4350.53369794857,4422.12556745425,3658.74295311534,3404.84898017059,3636.47981794861,3222.37901251135,3431.57601757848,3980.65459569523,4208.66515457033,4401.30380449396,4392.82381539457,4536.19781505202,4798.15317447398,5489.34542179295,6163.85018154343,6901.0175688569,7915.54792420973,8285.01893015361,8971.61628736812,10282.7266190528,11035.451277853,11722.8086272577,12476.5344358387,12714.8137240363,12919.371222426,13278.4030353381,14368.4621432532,15477.7237643978,15090.9394971778,16434.1399060353,18340.1112805299,19828.9248461199,20407.8009519632
Turkmenistan,TKM,Gini index,SI.POV.GINI,..,..,..,..,..,..,..,40.8,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Ukraine,UKR,GDP (current US$),NY.GDP.MKTP.CD,77350733982.4458,73945908383.7046,65648559903.0571,52549580264.8064,48213856468.5718,44558831005.0621,50151531591.7317,41882523345.1804,31580639553.8298,32375083934.8241,39309580983.2282,43956163612.0433,52010355753.0461,67220154164.3166,89238865118.5263,111884752475.248,148733861386.139,188110390659.515,121552153444.124,141209170427.233,169333835201.554,182591753827.949,190498811460.028,133503871861.723,91030967789.0717,93355869403.9223,112090505081.739,130891088293.55,153883047509.577,156617722013.342,199765859570.935,161989520721.19,181221517868.744,190741263731.535
Ukraine,UKR,GDP per capita (current US$),NY.GDP.PCAP.CD,1482.6396484375,1413.24011230469,1254.02868652344,1009.09405517578,933.191772460938,869.846069335938,987.489807128906,831.336791992188,631.910461425781,653.294311523438,800.49072265625,903.011901855469,1076.48156738281,1401.01806640625,1875.33508300781,2366.494140625,3160.32763671875,4017.806640625,2607.08764648438,3039.63232421875,3656.69799804688,3951.34228515625,4129.89697265625,3054.908203125,2094.47387695313,2158.46118164063,2604.28759765625,3059.0517578125,3619.86157226563,3709.76928710938,4775.94580078125,4199.6708984375,5139.59814453125,5389.47314453125
Ukraine,UKR,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,7148.48291015625,6568.3330078125,5766.296875,4564.64453125,4124.29541015625,3812.24560546875,3794.17846679688,3794.33911132813,3871.32641601563,4228.1162109375,4746.85791015625,5122.84130859375,5764.01123046875,6663.46728515625,7142.10693359375,7971.1962890625,8900.4443359375,9323.72265625,7994.61572265625,8453.2998046875,9126.6083984375,9552.314453125,10903.8251953125,10493.7451171875,9921.833984375,10864.6572265625,11536.0810546875,12554.8486328125,14217.486328125,15541.02734375,17846.408203125,14770.0712890625,17665.34375,18550.462890625
Ukraine,UKR,Gini index,SI.POV.GINI,..,29.7,28.9,..,39.2,35.2,..,..,28.9,..,..,29,28.7,28.9,29,29.8,27,26.6,25.3,24.8,24.6,24.7,24.6,24,25.5,25,26,26.1,26.6,25.6,..,..,..,..
Uzbekistan,UZB,GDP (current US$),NY.GDP.MKTP.CD,13800167711.5003,12953801760.2414,13099920055.9608,12899074922.38,13350461264.9969,13948892215.5689,14744603773.5849,14988971210.8383,17078465982.0282,13760513969.314,11401421329.1974,9687788512.80184,10134453435.4603,12030023547.8807,14307509838.8053,17330833852.919,22311393927.8817,29549438883.8338,33689223673.2577,49765676402.4495,60178909297.208,67517349212.0609,73180037914.9104,80845385809.4529,86196264755.3105,86138288644.171,69703222282.7278,58695899092.1083,67293639798.3996,66443265418.3086,77340060003.0347,90095926567.4359,102641879248.764,114965293466.611
Uzbekistan,UZB,GDP per capita (current US$),NY.GDP.PCAP.CD,658.313550528068,602.920525827048,595.777099596612,574.229079896619,582.54213674034,597.33228695111,620.59129581366,621.048904301242,697.763539790812,555.149231099186,454.415812256778,381.409296889283,394.164028897235,462.171492867885,542.835808692209,649.118167003925,824.028192334768,1074.72928796701,1205.7993547038,1753.20730243278,2087.86386135694,2307.34649117185,2461.97947403595,2674.9628382103,2803.19018021751,2753.37951427589,2190.60411562888,1813.08530813664,2041.38480729431,1978.28051860763,2258.51964119278,2578.66689394219,2878.96879292451,3161.70010632875
Uzbekistan,UZB,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,2676.11010110152,2371.46757191982,2317.59835107992,2196.51110760559,2178.32748301497,2213.95263919712,2328.65799847332,2417.82621506529,2521.83951097527,2644.26354163536,2782.34871050012,2902.03983617689,3047.24856835492,3321.19654400978,3617.85486831461,3955.97682075928,4386.1293366958,4800.05914327553,5135.46444647583,5504.8563793137,5949.484123529,6168.13764755172,6412.7238692872,6609.76717277708,6799.57332842183,6919.29475621804,7818.01112977426,8128.75520303523,8544.08026729718,8451.72505108114,9247.64382703929,10292.5309427485,11106.9715934767,11878.5528706848
Uzbekistan,UZB,Gini index,SI.POV.GINI,..,..,..,..,..,..,..,44.1,..,35.9,..,33,35.2,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,32.9,31.2,34.5,..
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data from database: World Development Indicators,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Last Updated: 07/01/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
